Chapter,Measure,Ordinal position within measure,RG scale-degree,Heuristic scale-degree (GR),Initial / medial / final / totality,Displaced from initial? (incl. 0-duration grace notes),Match V or X,Match 1 or 0,comments,Segment onset (within measure),Segment Duration,Onsets within segment [separate by  commas no spaces],Durations [Separate by commas; no spaces,Meter
21,115,c,2,2,T,,V,1,,3,1,0.00,1.00,4
21,116,a,1,1,IF,,V,1,,0,1,0;0.75,0.25;0.25,4
21,116,b,3,3,I,,V,1,,2,1,0.00,0.25,4
21,116,c,2,2,I,,V,1,,3,1,0.00,0.25,4
21,117,a,1,1,IMMF,,V,1,,0,4,0;0.75;1.5;2,0.25;0.25;0.25;1,4
22,2,a,6,6,IMF,,V,1,,0,3,0;2.25;2.75,1;0.25;0.25,3
22,3,a,5,5,I,,V,1,,0,2,0.00,1.00,3
22,3,b,1,1,IF,,V,1,,2,1,0.25;0.75,0.25;0.25,3
22,4,a,7,7,IMM,,V,1,,0,2,0;0.25;0.5,0.125;0.125;0.25,3
22,4,b,4,4,IF,,V,1,,2,1,0;0.75,0.25;0.25,3
22,5,a,3,3,T,,V,1,,0,1,0.00,1.00,3
22,5,b,2,2,I,,V,1,,1,2,0.00,0.50,3
22,6,a,1,3,I,,X,0,PMEL,0,3,0.50,1.75,3
22,7,a,1,1,I,,V,1,,0,3,0.00,2.25,3
22,8,a,1,nan,I,,nan,nan,PULC ,0,3,0.00,2.25,3
22,9,a,1,1,I,,V,1,,0,1,0.00,0.50,3
22,9,b,4,4,F,,V,1,,1,2,1.50,0.50,3
22,10,a,3,3,T,,V,1,,0,0.5,0.00,0.50,3
22,10,b,6,6,T,,V,1,,0.5,0.5,0.00,0.50,3
22,10,c,5,5,T,,V,1,,1,0.5,0.00,0.50,3
22,10,d,4,4,T,,V,1,,1.5,0.5,0.00,0.50,3
22,10,e,3,3,T,,V,1,,2,0.5,0.00,0.50,3
22,10,f,2,2,T,,V,1,,2.5,0.5,0.00,0.50,3
22,12,a,6,1,F,,X,0,PMEL,0,1,0.50,0.50,3
22,12,b,5,5,T,,V,1,,1,0.5,0.00,0.50,3
22,12,c,4,4,T,,V,1,,1.5,0.5,0.00,0.50,3
22,12,d,3,3,T,,V,1,,2,0.5,0.00,0.50,3
22,12,e,2,2,T,,V,1,,2.5,0.5,0.00,0.50,3
22,14,a,6,1,F,,X,0,PMEL,0,1,0.50,0.50,3
22,14,b,5,5,T,,V,1,,1,0.5,0.00,0.50,3
22,14,c,4,4,T,,V,1,,1.5,0.5,0.00,0.50,3
22,14,d,3,3,T,,V,1,,2,0.5,0.00,0.50,3
22,14,e,2,2,T,,V,1,,2.5,0.5,0.00,0.50,3
22,15,a,3,3,I,,V,1,,0,1,0.00,0.16,3
,15,b,3,3,I,,V,1,,1,1,0.00,0.25,3
22,15,c,2,2,T,,V,1,,2,1,0.00,1.00,3
22,16,a,1,1,I,,V,1,,0,3,0.00,0.50,3
22,19,a,6,6,IF,,V,1,,0,3,0;2.5,0.5;0.5,3
22,20,a,5,5,T,,V,1,,1,1,0.00,1.00,3
22,20,b,1,1,F,,V,1,,2,1,0.50,0.50,3
22,21,a,7,7,I,D,V,1,,0,2,0.50,0.50,3
22,21,b,4,4,F,,V,1,,2,1,0.50,0.50,3
22,22,a,3,3,I,D,V,1,,0,3,1.00,1.00,3
22,23,a,6,6,IF,,V,1,,0,3,0;2.5,2;0.5,3
22,24,a,5,5,I,,V,1,,0,2,0.00,0.50,3
22,24,b,1,1,F,,V,1,,2,1,0.50,0.50,3
22,25,a,7,7,I,D,V,1,,0,1,0.50,0.50,3
22,25,b,4,4,T,,V,1,,1,1,0.00,1.00,3
22,25,c,3,3,T,,V,1,,2,1,0.00,1.00,3
22,26,a,3,3,T,,V,1,,0,1,0.00,1.00,3
22,26,b,2,2,I,,V,1,,1,2,0.00,1.00,3
22,27,a,4,4,F,,V,1,,0,3,1.00,2.00,3
22,28,a,3,3,I,D,V,1,,0,3,1.00,1.00,3
22,29,a,4,4,F,,V,1,,0,3,1.00,2.00,3
22,30,a,3,3,I,D,V,1,,0,3,1.00,1.00,3
22,32,a,4,nan,I,,nan,nan,DISS,0,3,0.00,1.00,3
22,32,b,3,3,IF,D,V,1,,0,3,1;2.5,1;0.5,3
22,33,a,1,1,I,,V,1,,0,3,0.00,2.50,3
22,34,a,1,1,I,,V,1,,0,3,0.00,2.50,3
22,35,a,1,nan,I,,nan,nan,PULC,0,3,0.00,2.50,3
22,36,a,1,1,I,,V,1,,0,1,0.00,0.50,3
22,36,b,4,4,F,,V,1,,1,2,1.50,0.50,3
22,37,a,3,3,I,,V,1,,0,2,0.00,1.00,3
22,38,a,6,6,T,,V,1,,0,1,0.00,1.00,3
22,38,b,5,5,T,,V,1,,1,0.5,0.00,0.50,3
22,38,c,4,4,T,,V,1,,1.5,0.5,0.00,0.50,3
22,38,d,3,3,T,,V,1,,2,0.5,0.00,0.50,3
22,38,e,2,2,T,,V,1,,2.5,0.5,0.00,0.50,3
22,40,a,6,6,T,,V,1,,0.5,0.5,0.00,0.50,3
22,40,b,5,5,T,,V,1,,1,0.5,0.00,0.50,3
22,40,c,4,4,T,,V,1,,1.5,0.5,0.00,0.50,3
22,40,d,3,3,T,,V,1,,2,0.5,0.00,0.50,3
22,40,e,2,2,T,,V,1,,2.5,0.5,0.00,0.50,3
22,42,a,6,6,T,,V,1,,0.5,0.5,0.00,0.50,3
22,42,b,5,5,T,,V,1,,1,0.5,0.00,0.50,3
22,42,c,4,4,T,,V,1,,1.5,0.5,0.00,0.50,3
22,42,d,3,3,T,,V,1,,2,0.5,0.00,0.50,3
22,42,e,2,2,T,,V,1,,2.5,0.5,0.00,0.50,3
22,43,a,1,1,I,,V,1,,0,3,0.00,1.50,3
22,44,a,4,6,F,,X ,0,CUDW,0,1,0.66,0.33,3
22,44,b,3,3,I,,V,1,,1,1,0.00,0.25,3
22,44,c,2,2,T,,V,1,,2,1,0.00,1.00,3
22,45,a,1,1,I,,V,1,,0,3,0.00,2.00,3
22,46,a,1,3,F,,X,0,OPRF,0,3,2.00,1.00,3
22,47,a,7,7,IMM,,V,1,,0,2,0;0.25;0.5,0.125;0.125;0.25,3
22,47,b,4,4,IF,,V,1,,2,1,0;0.75,0.25;0.25,3
22,48,a,3,3,T,,V,1,,0,1,0.00,1.00,3
22,48,b,2,2,T,,V,1,,1,1,0.00,1.00,3
22,50,a,4,4,T,,V,1,,0,1,0.00,1.00,3
22,50,b,3,3,I,,V,1,,1,2,0.00,1.00,3
22,51,a,4,4,F,,V,1,,0,3,1.00,2.00,3
22,52,a,3,3,IF,D,V,1,,0,3,1;2.5,1;0.5,3
22,53,a,4,4,IF,,V,1,,0,3,0;2.5,0.5;0.5,3
22,54,a,3,3,I,D,V,1,,0,3,1.00,1.00,3
22,55,a,6,6,IF,,V,1,,0,3,0;2.5,1;0.5,3
22,56,a,5,5,I,,V,1,,0,3,0.00,1.00,3
22,58,a,2,2,T,,V,1,,1,1,0.00,1.00,3
22,58,b,1,1,T,,V,1,,2,1,0.00,1.00,3
22,59,a,7,7,I,D,V,1,,0,3,1.00,1.00,3
22,60,a,4,4,IF,,V,1,,0,3,0;2.5,1;0.5,3
22,61,a,3,3,I,D,V,1,,0,3,1.00,1.00,3
22,62,a,4,4,IF,,V,1,,0,3,0;2.5,1;0.5,3
22,63,a,3,3,I,D,V,1,,0,3,1.00,1.00,3
22,64,a,4,4,IF,,V,1,,0,3,0;2.5,1;0.5,3
22,65,a,3,3,I,,V,1,,0,3,0.00,1.75,3
22,66,a,6,6,IMMF,,V,1,,0,3,0;0.66;1.66;2.66,0.33;0.66;0.66;0.33,3
22,68,a,5,5,IMMF,,V,1,,0,3,0;0.66;1.66;2.66,0.33;0.66;0.66;0.33,3
22,69,a,4,4,I,,V,1,,0,3,0.00,2.00,3
22,71,a,3,3,IF,,V,1,,0,3,0;2.5,0.75;0.5,3
22,72,a,1,1,I,,V,1,,0,3,0.00,2.50,3
22,73,a,1,1,I,,V,1,,0,3,0.00,2.50,3
22,74,a,1,nan,I,,nan,nan,PULC,0,3,0.00,2.50,3
22,75,a,1,1,I,,V,1,,0,1,0.00,0.50,3
22,75,b,4,4,F,,V,1,,1,2,1.50,0.50,3
22,76,a,3,3,I,,V,1,,0,3,0.00,2.00,3
22,77,a,4,4,IF,,V,1,,0,3,0;2.5,0.5;0.5,3
22,78,a,3,3,I,D,V,1,,0,3,1.00,1.00,3
22,79,a,6,1,F,,X,1,PMEL,0,1,0.50,0.50,3
22,79,b,5,5,T,,V,1,,1,0.5,0.00,0.50,3
22,79,c,4,4,T,,V,1,,1.5,0.5,0.00,0.50,3
22,79,d,3,3,T,,V,1,,2,0.5,0.00,0.50,3
22,79,e,2,2,T,,V,1,,2.5,0.5,0.00,0.50,3
22,81,a,6,6,T,,V,1,,0.5,0.5,0.00,0.50,3
22,81,b,5,5,T,,V,1,,1,0.5,0.00,0.50,3
22,81,c,4,4,T,,V,1,,1.5,0.5,0.00,0.50,3
22,81,d,3,3,T,,V,1,,2,0.5,0.00,0.50,3
22,81,e,2,2,T,,V,1,,2.5,0.5,0.00,0.50,3
22,83,a,6,6,T,,V,1,,0.5,0.5,0.00,0.50,3
22,83,b,5,5,T,,V,1,,1,0.5,0.00,0.50,3
22,83,c,4,4,T,,V,1,,1.5,0.5,0.00,0.50,3
22,83,d,3,3,T,,V,1,,2,0.5,0.00,0.50,3
22,83,e,2,2,T,,V,1,,2.5,0.5,0.00,0.50,3
22,86,a,2,5,M,,X,0,PMEL,0,3,1.00,1.50,3
22,87,a,1,1,IF,,V,1,,0,3,0;2,1;1,3
22,88,a,7,7,IMM,,V,1,,0,2,0;0.25;0.5,0.125;0.125;0.25,3
22,88,b,4,4,IF,,V,1,,2,1,0;0.75,0.25;0.25,3
22,89,a,3,3,I,,V,1,,0,1,0.00,0.16,3
22,89,b,3,3,I,,V,1,,1,1,0.00,0.13,3
22,89,c,2,2,T,,V,1,,2,1,0.00,1.00,3
22,90,a,1,1,I ,,V,1,,0,3,0.00,0.50,3
22,91,a,1,1,IM,,V,1,,0,3,0;1.75,0.75;0.25,3
22,92,a,2,2,IF,,V,1,,0,3,0;2.5,1;0.5,3
22,93,a,2,4,IM,,X,0,TPRF,0,3,0;1.75,0.75;0.25,3
22,94,a,3,3,I,,V,1,,0,3,0.00,0.25,3
22,95,a,6,7,I,,X,0,TPRF,0,3,0.00,2.50,3
22,97,a,6,2,F,,X,0,PMEL,0,1,0.50,0.50,3
22,97,b,5,5,T,,V,1,,1,0.5,0.00,0.50,3
22,97,c,4,4,T,,V,1,,1.5,0.5,0.00,0.50,3
22,97,d,3,3,T,,V,1,,2,0.5,0.00,0.50,3
22,97,e,2,2,T,,V,1,,2.5,0.5,0.00,0.50,3
22,99,a,6,6,T,,V,1,,0.5,0.5,0.00,0.50,3
22,99,b,5,5,T,,V,1,,1,0.5,0.00,0.50,3
22,99,c,4,4,T,,V,1,,1.5,0.5,0.00,0.50,3
22,99,d,3,3,T,,V,1,,2,0.5,0.00,0.50,3
22,99,e,2,2,T,,V,1,,2.5,0.5,0.00,0.50,3
22,102,a,3,3,I,,V,1,,0,1,0.00,0.25,3
22,102,b,2,2,T,,V,1,,1,2,0.00,2.00,3
22,103,a,1,1,I,,V,1,,0,3,0.00,2.00,3
22,105,a,6,6,IMF,,V,1,,0,3,0;2.25;2.75,1;0.25;0.25,3
22,106,a,5,5,I,,V,1,,0,2.5,0.00,1.00,3
22,106,b,1,3,F,,X,0,OPRF,2.5,0.5,0.25,0.25,3
22,107,a,7,7,IM,,V,1,,0,2,0;0.5,0.25;0.25,3
22,107,b,4,4,IF,,V,1,,2,1,0;0.75,0.25;0.25,3
22,108,a,3,3,I,,V,1,,0,1,0.00,0.16,3
22,108,b,3,3,I,,V,1,,1,1,0.00,0.25,3
22,108,c,2,2,T,,V,1,,2,1,0.00,1.00,3
22,109,a,1,1,I,,V,1,,0,3,0.00,0.50,3
23,1,a,5,5,IF,,V,1,,0,1,0;0.75,0.125;0.25,2
23,2,a,1,1,IF,,V,1,,0,1,0;0.5,0.375;0.5,2
23,2,b,5,1,F,,X,0,PMEL,1,1,0.75,0.25,2
23,3,a,6,6,I,,V,1,,0,0.5,0.00,0.13,2
23,3,b,5,5,T,,V,1,,0.5,0.5,0.00,0.50,2
23,3,c,4,4,I,,V,1,,1,0.5,0.00,0.13,2
23,3,d,3,3,T,,V,1,,1.5,0.5,0.00,0.50,2
23,4,a,3,3,T,,V,1,,0,1,0.00,1.00,2
23,4,b,2,2,T,,V,1,,1,1,0.00,1.00,2
23,7,a,3,3,I,,V,1,,0,1,0.00,0.50,2
23,7,b,2,2,T,,V,1,,1,1,0.00,1.00,2
23,8,a,1,1,I,,V,1,,0,2,0.00,1.00,2
23,9,a,5,5,IF,,V,1,,0,1,0;0.75,0.125;0.25,2
23,10,a,1,1,IF,,V,1,,0,1,0;0.5,0.375;0.5,2
23,10,b,5,5,F,,V,1,,1,1,0.50,0.50,2
23,11,a,6,6,I,,V,1,,0,0.5,0.00,0.13,2
23,11,b,5,5,T,,V,1,,0.5,0.5,0.00,0.50,2
23,11,c,4,4,I,,V,1,,1,0.5,0.00,0.13,2
23,11,d,3,3,T,,V,1,,1.5,0.5,0.00,0.50,2
23,12,a,2,2,I,,V,1,,0,2,0.00,1.00,2
23,14,a,6,1,F,,X,0,PMEL,0,1,0.88,0.13,2
23,14,b,5,5,T,,V,1,,1,0.5,0.00,0.50,2
23,14,c,4,4,F,,V,1,,1.5,0.5,0.88,0.13,2
23,15,a,3,3,T,,V,1,,0,0.5,0.00,0.50,2
23,15,b,4,6,F,,X,0,CUDW,0.5,0.5,0.00,0.25,2
23,15,c,3,nan,I,,nan,nan,GRCN,1,1,0.00,0.00,2
23,15,d,2,2,T,D,V,1,,1,1,0.00,1.00,2
23,16,a,1,1,IF,,V,1,,0,2,0;1.5,1;0.5,2
23,17,a,2,2,I,,V,1,,0,1,0.00,0.50,2
23,17,b,4,4,I,,V,1,,1,1,0.00,0.50,2
23,18,a,2,2,I,,V,1,,0,0.5,0.00,0.25,2
23,18,b,7,7,T,,V,1,,0.5,0.5,0.00,0.50,2
23,19,a,6,6,I,,V,1,,0,0.5,0.00,0.25,2
23,19,b,5,5,T,,V,1,,0.5,0.5,0.00,0.50,2
23,19,c,4,4,I,,V,1,,1,0.5,0.00,0.25,2
23,19,d,3,3,T,,V,1,,1.5,0.5,0.00,0.50,2
23,20,a,2,2,T,,V,1,,0,1,0.00,1.00,2
23,20,b,1,1,F,,V,1,,1,1,0.50,0.50,2
23,21,a,7,7,I,,V,1,,0,1,0.00,0.25,2
23,21,b,4,4,T,,V,1,,1,1,0.00,1.00,2
23,22,a,3,3,I,,V,1,,0,1,0.00,0.38,2
23,22,b,1,2,F,,X,0,OPRF,1,1,0.50,0.50,2
23,23,a,7,7,I,,V,1,,0,1,0.00,0.25,2
23,23,b,4,4,T,,V,1,,1,1,0.00,1.00,2
23,24,a,3,3,I,,V,1,,0,1,0.00,0.38,2
23,25,a,3,nan,I,,nan,nan,DISS,1,1,0.00,0.25,2
23,25,b,2,nan,M,,nan,nan,PREF,1,1,0.25,0.50,2
23,25,c,1,1,F,,V,1,,1,1,0.75,0.25,2
23,26,a,7,7,I,D,V,1,,0,1,0.00,0.50,2
23,28,a,6,6,T,,V,1,,1.75,0.25,0.00,0.25,2
23,29,a,5,5,IF,,V,1,,0,1,0;0.5,0.25;0.5,2
23,29,b,4,4,IF,,V,1,,1,1,0;0.5,0.25;0.5,2
23,30,a,3,3,T,,V,1,,0,0.5,0.00,0.50,2
23,30,b,1,1,T,,V,1,,0.5,0.5,0.00,0.50,2
23,31,a,1,1,I,,V,1,,0,1,0.00,0.75,2
23,31,b,3,nan,I,,nan,nan,GRCN,1,1,0.00,0.00,2
23,31,c,2,2,T,D,V,1,,1,1,0.00,1.00,2
23,32,a,1,3,F,,X,0,PMEL,0,1,0.83,0.16,2
23,33,a,4,6,I,,X,0,CUDW,0.5,0.5,0.88,0.13,2
23,33,b,3,nan,I,,nan,nan,GRCN,1,1,0.00,0.00,2
23,33,c,2,2,T,D,V,1,,1,1,0.00,1.00,2
23,34,a,1,1,I,,V,1,,0,1.75,0.00,1.00,2
24,1,a,5,nan,I,,nan,nan,GRCN,2,2,0.00,0.00,4
24,2,a,1,1,I,,V,1,,0,4,0.00,3.00,4
24,3,a,6,6,I,,V,1,,0,3,0.00,2.00,4
24,3,b,5,5,F,,V,1,,3,1,0.50,0.50,4
24,4,a,4,4,T,D,V,1,,0,1,0.00,1.00,4
24,4,b,3,3,T,,V,1,,1,2,0.00,2.00,4
24,4,c,2,2,T,,V,1,,3,1,0.00,1.00,4
24,5,a,1,1,I,,V,1,,0,4,0.00,2.00,4
24,6,a,6,6,I,,V,1,,0,2,0.00,1.75,4
24,7,a,5,1,F,,X,0,PMEL,0,2,0.50,1.50,4
24,7,b,4,4,F,,V,1,,2,2,1.50,0.50,4
24,8,a,3,3,I,D,V,1,,0,2,0.00,1.50,4
24,8,b,6,nan,F,,nan,nan,JMML,2,2,1.50,0.50,4
24,9,a,5,5,T,,V,1,,0,1,0.00,1.00,4
24,9,b,4,6,F,,X,0,CUDW,1,1,0.75,0.25,4
24,9,c,3,3,T,,V,1,,2,1,0.00,1.00,4
24,9,d,2,2,T,,V,1,,3,1,0.00,1.00,4
24,10,a,1,1,I,,V,1,,0,4,0.00,1.00,4
24,11,a,5,nan,I,,nan,nan,GRCN,2,2,0.00,0.00,4
24,12,a,1,1,T,,V,1,,0,2,0.00,2.00,4
24,13,a,6,6,I,,V,1,,0,3,0.00,2.00,4
24,13,b,5,5,F,,V,1,,3,1,0.50,0.50,4
24,14,a,4,4,T,D,V,1,,0,1,0.00,1.00,4
24,14,b,3,3,T,,V,1,,1,2,0.00,2.00,4
24,14,c,2,2,T,,V,1,,3,1,0.00,1.00,4
24,16,a,6,6,I,,V,1,,0,2,0.00,1.75,4
24,17,a,5,1,F,,X,0,PMEL,0,2,0.50,1.50,4
24,17,b,4,4,F,,V,1,,2,2,1.50,0.50,4
24,18,a,3,3,I,D,V,1,,0,2,0.00,1.50,4
24,18,b,6,nan,F,,nan,nan,JMML,2,2,1.50,0.50,4
24,19,a,5,5,T,,V,1,,0,1,0.00,1.00,4
24,19,b,4,6,F,,X ,0,CUDW,1,1,0.75,0.25,4
24,19,c,3,3,T,,V,1,,2,1,0.00,1.00,4
24,19,d,2,2,T,,V,1,,3,1,0.00,1.00,4
24,20,a,1,1,I,,V,1,,0,2,0.00,1.00,4
24,20,b,5,5,F,,V,1,,2,2,1.00,1.00,4
24,21,a,6,6,IMF,,V,1,,0,4,0;1;3.5,0.75;1;0.5,4
24,22,a,5,5,IF,,V,1,,0,4,0;3,2;1,4
24,23,a,6,6,IMF,D,V,1,,0,4,0;0.75;3.75,0.5;1.25;0.25,4
24,24,a,5,5,IF,,V,1,,0,4,0;3,2;1,4
24,25,a,6,6,I,,V,1,,0,2,0.00,1.00,4
24,25,b,7,7,F,,V,1,,2,2,1.00,1.00,4
24,26,a,1,1,T,,V,1,,0,1,0.00,1.00,4
24,26,b,5,5,T,,V,1,,1,1,0.00,1.00,4
24,28,a,3,3,IF,,V,1,,2,2,0;1.75,0.75;0.25,4
24,29,a,2,2,MF,,V,1,,0,4,0.25;3.75,3.25;0.25,4
24,30,a,1,1,IF,,V,1,,0,4,0;3.75,2.75;0.25,4
24,31,a,7b,7b,M ,,V,1,,0,4,0.25,3.25,4
24,32,a,6,nan,T,,nan,nan,JMML,0,2,0.00,2.00,4
24,32,b,5,5,T,,V,1,,2,1,0.00,1.00,4
24,32,c,6,nan,F,,nan,nan,JMML,3,1,0.75,0.25,4
24,33,a,5,5,I,,V,1,,0,1,0.00,0.33,4
24,33,b,4,6,F,,X,0,CUDW,1,1,0.75,0.25,4
24,33,c,3,3,T,,V,1,,2,1,0.00,1.00,4
24,33,d,2,2,T,,V,1,,3,1,0.00,1.00,4
24,34,a,1,1,I,,V,1,,0,2,0.00,1.00,4
24,34,b,5,5,F,,V,1,,2,2,1.00,1.00,4
24,35,a,6,6,IF,,V,1,,0,2,0;1,0.75;1,4
24,35,b,7,7,F,,V,1,,2,2,1.00,1.00,4
24,36,a,1,1,I,,V,1,,0,1,0.00,0.50,4
24,36,b,5,5,IF,,V,1,,1,3,0;2.5,1;0.5,4
24,37,a,6,6,I,,V,1,,0,2,0.00,1.00,4
24,37,b,7,7,F,,V,1,,2,2,1.50,0.50,4
24,38,a,1,1,IF,,V,1,,0,4,0;3.5,1;0.5,4
24,40,a,3,3,IF,,V,1,,2,2,0;1.75,0.75;0.25,4
24,41,a,2,2,MF,,V,1,,0,4,0.25;3.75,3.25;0.25,4
24,42,a,1,1,IF,,V,1,,0,4,0;3.75,2.75;0.25,4
24,43,a,7b,7b,T,,V,1,,0,3.5,0.25,3.25,4
24,44,a,6,nan,T,,nan,nan,JMML,0,2,0.00,2.00,4
24,44,b,5,5,T,,V,1,,2,1,0.00,1.00,4
24,44,c,6,nan,F,,nan,nan,JMML,3,1,0.75,0.25,4
24,45,a,5,5,I,,V,1,,0,1,0.00,0.33,4
24,45,b,4,6,F,,X ,0,CUDW,1,1,0.75,0.25,4
24,45,c,3,3,T,,V,1,,2,1,0.00,1.00,4
24,45,d,2,2,T,,V,1,,3,1,0.00,1.00,4
24,49,a,4,6,F,,X,0,CUDW,1,1,0.75,0.25,4
24,49,b,3,3,T,,V,1,,2,1,0.00,1.00,4
24,49,c,2,2,T,,V,1,,3,1,0.00,1.00,4
24,52,a,6,nan,T,,nan ,nan,JMML,0,2,0.00,2.00,4
24,52,b,5,5,IF,,V,1,,2,2,0;1.5,1;0.5,4
24,53,a,4,6,F,,X,0,CUDW,1,1,0.75,0.25,4
24,53,b,3,3,T,,V,1,,2,1,0.00,1.00,4
24,53,c,2,2,T,,V,1,,3,1,0.00,1.00,4
24,54,a,1,1,I,,V,1,,0,4,0.00,1.00,4
24,56,a,6,6,I,,V,1,,2,1,0.00,0.75,4
24,56,b,1,nan,I,,nan,nan,GRCN,3,1,0.00,0.00,4
24,56,c,7,7,T,D,V,1,,3,1,0.00,1.00,4
24,57,a,6,6,I,,V,1,,2,1,0.00,0.75,4
24,57,b,1,nan,I,,nan,nan,DISS,3,1,0.00,0.00,4
24,57,c,7,7,T,D,V,1,,3,1,0.00,1.00,4
24,58,a,1,1,I,,V,1,,0,2,0.00,0.50,4
24,59,a,4,4,IF,,V,1,,2,2,0;1.875,1.25;0.125,4
24,60,a,3,3,I,D,V,1,,0,4,0.00,0.75,4
24,61,a,4,4,I,,V,1,,2,2,0.00,1.00,4
24,62,a,3,3,T,,V,1,,0,2,0.00,2.00,4
24,62,b,5,nan,I ,,nan,nan,GRCN,2,2,0.00,0.00,4
24,63,a,1,1,T,,V,1,,0,2,0.00,2.00,4
24,64,a,6,6,I,,V,1,,0,3,0.00,2.00,4
24,64,b,5,5,F,,V,1,,3,1,0.50,0.50,4
24,65,a,4,4,T,D,V,1,,0,1,0.00,1.00,4
24,65,b,3,3,T,,V,1,,1,2,0.00,2.00,4
24,65,c,2,2,T,,V,1,,3,1,0.00,1.00,4
24,66,a,1,1,T,,V,1,,0,2,0.00,2.00,4
24,66,b,5,nan,I,,nan,nan,GRCN,2,2,0.00,0.00,4
24,67,a,1,1,T,,V,1,,0,2,0.00,2.00,4
24,68,a,6,6,I,,V,1,,0,3,0.00,2.00,4
24,68,b,5,5,F,,V,1,,3,1,0.50,0.50,4
24,69,a,4,4,T,D,V,1,,0,1,0.00,1.00,4
24,69,b,3,3,T,,V,1,,1,2,0.00,2.00,4
24,69,c,2,2,T,,V,1,,3,1,0.00,1.00,4
24,70,a,1,3,F,,X,0,PMEL,0,2,0.75,1.25,4
24,70,b,4,4,F,,V,1,,2,2,1.50,0.50,4
24,71,a,3,3,I,D,V,1,,0,2,0.50,1.50,4
24,71,b,4,4,F,,V,1,,2,2,1.50,0.50,4
24,72,a,3,3,I,D,V,1,,0,2,0.50,1.50,4
24,72,b,6,6,F,,V,1,,2,2,1.00,1.00,4
24,73,a,7,7,I,,V,1,,0,2,0.00,0.75,4
24,73,b,4,4,F,,V ,1,,2,2,1.50,0.50,4
24,74,a,3,3,I,D,V,1,,0,2,0.00,0.50,4
24,74,b,1,1,F,,V,1,,2,2,1.00,1.00,4
24,75,a,7,7,I,,V,1,,0,2,0.00,1.00,4
24,75,b,1,1,F,,V,1,,2,2,1.00,1.00,4
24,76,a,7,7,I,,V,1,,0,4,0.00,1.00,4
24,78,a,3,3,IF,,V,1,,2,2,0;1.75,0.75;0.25,4
24,79,a,2,2,MF,,V,1,,0,4,0.25;3.75,3.25;0.25,4
24,80,a,1,1,IF,,V,1,,0,4,0;3.75,2.75;0.25,4
24,81,a,7b,7b,M ,,V,1,,0,4,0.25,3.25,4
24,82,a,6,nan,T,,nan,nan,JMML,0,2,0.00,2.00,4
24,82,b,5,5,T,,V,1,,2,1,0.00,1.00,4
24,82,c,6,nan,F,,nan,nan,JMML,3,1,0.75,0.25,4
24,83,a,5,5,T,,V,1,,0,1,0.00,1.00,4
24,83,b,4,6,F,,X ,0,CUDW,1,1,0.75,0.25,4
24,83,c,3,3,T,,V,1,,2,1,0.00,1.00,4
24,83,d,2,2,T,,V,1,,3,1,0.00,1.00,4
24,84,a,1,1,I,,V,1,,0,2,0.00,1.00,4
24,84,b,4,4,F,,V,1,,2,2,1.50,0.50,4
24,85,a,3,3,T,D,V,1,,0,2,0.25,1.75,4
24,85,b,4,4,F,,V,1,,2,2,1.50,0.50,4
24,86,a,3,3,T,D,V,1,,0,2,0.25,1.75,4
24,92,a,3,3,IF,,V,1,,2,2,0;1.75,0.75;0.25,4
24,93,a,2,2,MF,,V,1,,0,4,0.25;3.75,3.25;0.25,4
24,94,a,1,1,IF,,V,1,,0,4,0;3.75,2.75;0.25,4
24,95,a,7b,7b,M,,V,1,,0,4,0.25,3.25,4
24,96,a,6,nan,T,,nan,nan,JMML,0,2,0.00,2.00,4
24,96,b,5,5,T,,V,1,,2,1,0.00,1.00,4
24,96,c,6,nan,F,,nan,nan,JMML,3,1,0.75,0.25,4
24,97,a,5,5,T,,V,1,,0,1,0.00,1.00,4
24,97,b,4,6,F,,X,0,CUDW,1,1,0.75,0.25,4
24,97,c,3,3,T,,V,1,,2,1,0.00,1.00,4
24,97,d,2,2,T,,V,1,,3,1,0.00,1.00,4
